Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Branch_Name,Dealer_Name,Product_Name
BR8175,DLR3796,Hyundai-M94,19268042,2,DT00500,20,8,2020,Messerschmitt Motors,Tesla Dealers,Jaguar
BR6956,DLR7312,Jaguar-M290,11213829,1,DT00501,5,9,2019,AC Cars Motors,Lexus Motors,BMW
BR5980,DLR5505,Volvo-M29,15677922,9,DT00502,26,2,2020,Volvo Cars,AC Cars Motors,Tesla
BR4474,DLR0039,Honda-M172,10854991,6,DT00503,1,10,2018,Porsche Center,Volvo Cars,Volvo
BR4451,DLR2388,Cadillac-M180,6862408,1,DT00504,4,2,2020,Wiesmann Motors,Wiesmann Motors,Land Rover
BR1565,DLR0485,Infinity-M212,19926852,5,DT00505,25,9,2020,Deccan Motors,Messerschmitt Motors,Land Rover
BR6577,DLR4357,Honda-M337,6880173,9,DT00506,20,9,2019,Wiesmann Motors,Porsche Center,Infinity
BR9590,DLR5550,Porsche-M321,10054890,10,DT00507,5,11,2017,Lexus Motors,Subaru Motors,Tata
BR0514,DLR1410,Porsche-M463,18199150,9,DT00508,20,8,2019,Tesla Dealers,Subaru Motors,Land Rover
BR3688,DLR1686,Tesla-M240,13703130,4,DT00509,30,4,2020,Volvo Cars,Subaru Motors,Porsche
BR1568,DLR7933,Hyundai-M342,17126389,10,DT00510,28,1,2017,Porsche Center,AC Cars Motors,Porsche
BR6754,DLR3832,Infinity-M382,13796656,8,DT00511,24,9,2018,Saab Motors,Tesla Dealers,Infinity
BR4907,DLR2683,Jaguar-M71,14345072,1,DT00512,31,12,2020,Porsche Center,Messerschmitt Motors,BMW
BR0346,DLR9731,Renault-M49,12678037,4,DT00513,6,6,2018,Volvo Cars,Jaguar Land Rover,Infinity
BR7429,DLR2386,Honda-M453,11659621,7,DT00514,8,5,2020,Lexus Motors,Tesla Dealers,BMW
BR7786,DLR6676,Land Rover-M212,17370224,4,DT00515,8,8,2018,AC Cars Motors,Tesla Dealers,Tata
BR8147,DLR7744,Honda-M178,6740971,1,DT00516,4,11,2020,Porsche Center,Volvo Cars,Tesla
BR3193,DLR8214,Infinity-M246,19725198,4,DT00517,27,8,2018,Volvo Cars,Infinity Motors,Jaguar
BR2488,DLR1609,Tata-M404,13589025,1,DT00518,15,2,2018,Subaru Motors,Messerschmitt Motors,Renault
BR9816,DLR4315,Cadillac-M401,17465945,1,DT00519,27,3,2017,Jaguar Land Rover,Lexus Motors,Cadillac
BR9856,DLR5979,Tesla-M18,10124603,3,DT00520,21,3,2019,Subaru Motors,Saab Motors,Honda
BR1403,DLR5614,Renault-M422,6916637,1,DT00521,27,5,2019,Messerschmitt Motors,Wiesmann Motors,Cadillac
BR1201,DLR3757,Land Rover-M124,12972301,10,DT00522,17,4,2017,AC Cars Motors,Subaru Motors,Infinity
BR6149,DLR0344,Tata-M58,6964433,2,DT00523,12,1,2020,Jaguar Land Rover,Saab Motors,Tesla
BR9950,DLR5614,Honda-M281,8076335,6,DT00524,8,3,2020,Wiesmann Motors,Porsche Center,Land Rover
BR9513,DLR9089,Porsche-M190,9438236,2,DT00525,5,4,2020,Saab Motors,Volvo Cars,Jaguar
BR7408,DLR7808,Hyundai-M11,10825402,10,DT00526,26,9,2018,Saab Motors,Deccan Motors,Infinity
BR5330,DLR8882,Honda-M22,14565307,4,DT00527,2,1,2019,Lexus Motors,Porsche Center,Infinity
BR5265,DLR9143,Honda-M309,15992013,9,DT00528,14,1,2018,Deccan Motors,Tesla Dealers,BMW
BR6198,DLR5412,Jaguar-M139,12233904,8,DT00529,4,12,2018,Volvo Cars,Porsche Center,Cadillac
BR1072,DLR8136,BMW-M45,8733453,2,DT00530,3,3,2020,Lexus Motors,Messerschmitt Motors,Tata
BR3992,DLR4031,BMW-M100,18652355,7,DT00531,27,5,2020,AC Cars Motors,Porsche Center,Jaguar
BR8498,DLR9887,Infinity-M90,9485621,8,DT00532,3,5,2017,AC Cars Motors,Lexus Motors,BMW
BR0486,DLR8861,Hyundai-M449,13490939,6,DT00533,29,2,2019,Saab Motors,Porsche Center,Honda
BR3451,DLR9357,Tata-M360,11112504,8,DT00534,2,9,2018,AC Cars Motors,Lexus Motors,Land Rover
BR3485,DLR1891,Infinity-M454,9700415,5,DT00535,1,11,2020,Deccan Motors,Messerschmitt Motors,Honda
BR1836,DLR6919,BMW-M70,16767730,5,DT00536,29,10,2019,Deccan Motors,Jaguar Land Rover,Volvo
BR1428,DLR9557,Hyundai-M428,14562715,1,DT00537,25,7,2019,Messerschmitt Motors,Porsche Center,Cadillac
BR4904,DLR8349,Tata-M439,6521195,3,DT00538,23,7,2020,Lexus Motors,AC Cars Motors,Honda
BR9821,DLR9548,Land Rover-M173,8009041,9,DT00539,24,2,2018,Lexus Motors,Porsche Center,Hyundai
BR1982,DLR8349,Renault-M286,17570545,4,DT00540,25,9,2020,Saab Motors,Infinity Motors,BMW
BR5206,DLR4579,Volvo-M121,9396258,10,DT00541,29,6,2020,Subaru Motors,Wiesmann Motors,Land Rover
BR1836,DLR3936,Jaguar-M500,17785828,6,DT00542,23,9,2017,Jaguar Land Rover,Lexus Motors,Honda
BR2215,DLR4618,Cadillac-M106,11801253,6,DT00543,27,7,2017,Deccan Motors,Saab Motors,Porsche
BR5868,DLR8429,Infinity-M173,8109432,10,DT00544,16,5,2019,AC Cars Motors,Deccan Motors,Renault
BR5886,DLR4600,Jaguar-M438,13685530,8,DT00545,16,4,2020,Lexus Motors,Wiesmann Motors,BMW
BR4631,DLR7728,Porsche-M464,15847960,3,DT00546,10,1,2017,Deccan Motors,Messerschmitt Motors,Jaguar
BR1609,DLR2734,Tesla-M360,15332345,3,DT00547,10,4,2017,Deccan Motors,Messerschmitt Motors,Land Rover
BR7808,DLR3198,BMW-M417,11193500,5,DT00548,10,5,2020,Volvo Cars,Tesla Dealers,Porsche
BR8418,DLR4148,BMW-M177,19042669,1,DT00549,27,2,2020,Deccan Motors,Volvo Cars,BMW
BR7047,DLR9561,Renault-M34,5280438,5,DT00550,26,4,2019,Jaguar Land Rover,Volvo Cars,Jaguar
BR9078,DLR0678,Infinity-M419,16699262,10,DT00551,24,5,2017,Wiesmann Motors,AC Cars Motors,Land Rover
BR5890,DLR7414,Porsche-M77,9248410,9,DT00552,21,10,2019,Porsche Center,Wiesmann Motors,Hyundai
BR7250,DLR5695,Renault-M56,8682035,2,DT00553,14,1,2019,Deccan Motors,Jaguar Land Rover,Volvo
BR0638,DLR7759,Land Rover-M309,18715181,2,DT00554,2,12,2019,Wiesmann Motors,Deccan Motors,Tesla
BR0173,DLR0487,Jaguar-M178,13463733,10,DT00555,6,8,2017,Messerschmitt Motors,Volvo Cars,Porsche
BR9995,DLR4850,Volvo-M53,7381295,10,DT00556,11,1,2017,Wiesmann Motors,Saab Motors,Cadillac
BR6277,DLR6077,Infinity-M427,7062998,5,DT00557,11,7,2019,Saab Motors,Lexus Motors,Cadillac
BR0988,DLR4532,Tata-M102,9277497,1,DT00558,16,10,2020,Subaru Motors,Tesla Dealers,BMW
BR3790,DLR4556,Volvo-M142,13893164,3,DT00559,20,8,2020,Tesla Dealers,Porsche Center,Tata
BR3127,DLR9156,Hyundai-M49,12931580,4,DT00560,1,1,2019,Jaguar Land Rover,Volvo Cars,Renault
BR3237,DLR9785,Porsche-M4,19017726,8,DT00561,17,11,2019,Subaru Motors,Messerschmitt Motors,Cadillac
BR8980,DLR0238,BMW-M309,8901673,4,DT00562,17,4,2019,AC Cars Motors,Volvo Cars,Hyundai
BR4624,DLR6477,Cadillac-M238,13631381,8,DT00563,5,4,2019,Volvo Cars,Lexus Motors,Jaguar
BR9851,DLR4913,Infinity-M35,16539980,4,DT00564,18,9,2020,Messerschmitt Motors,Lexus Motors,Infinity
BR5645,DLR4513,Honda-M92,18477356,5,DT00565,10,4,2017,Jaguar Land Rover,Volvo Cars,Cadillac
BR1761,DLR7146,Honda-M30,18148411,9,DT00566,26,12,2018,AC Cars Motors,Wiesmann Motors,Infinity
BR3498,DLR4253,Honda-M437,19440897,2,DT00567,4,9,2019,Tesla Dealers,Saab Motors,Hyundai
BR8727,DLR1821,Hyundai-M55,7820332,10,DT00568,14,1,2018,Infinity Motors,AC Cars Motors,Infinity
BR8137,DLR8297,Infinity-M50,13717944,8,DT00569,21,7,2020,Lexus Motors,Porsche Center,Porsche
BR6192,DLR5050,Cadillac-M395,15971711,6,DT00570,26,9,2019,Infinity Motors,Tesla Dealers,Tata
BR7360,DLR3009,Hyundai-M442,18978418,4,DT00571,30,6,2018,Volvo Cars,Messerschmitt Motors,Infinity
BR6044,DLR4891,Jaguar-M358,7280893,1,DT00572,8,3,2020,Porsche Center,Infinity Motors,Cadillac
BR4367,DLR6274,Tesla-M284,19726026,5,DT00573,1,5,2018,Volvo Cars,Deccan Motors,Hyundai
BR2447,DLR4761,Land Rover-M328,9918348,5,DT00574,6,7,2020,Porsche Center,Porsche Center,Renault
BR9029,DLR0438,BMW-M162,12104160,4,DT00575,23,8,2017,Deccan Motors,Saab Motors,Tata
BR8764,DLR1253,Renault-M55,18941778,1,DT00576,29,5,2020,Saab Motors,Wiesmann Motors,Volvo
BR0834,DLR9451,Tesla-M270,12572653,2,DT00577,3,9,2019,Messerschmitt Motors,Tesla Dealers,Infinity
BR0895,DLR0727,Tata-M374,18386517,10,DT00578,22,6,2020,Infinity Motors,Porsche Center,Tesla
BR7368,DLR0343,Cadillac-M102,19114054,8,DT00579,5,10,2018,Jaguar Land Rover,Porsche Center,Cadillac
BR7443,DLR9104,Jaguar-M477,11814317,5,DT00580,28,3,2020,Tesla Dealers,Tesla Dealers,Infinity
BR6819,DLR2664,Land Rover-M348,17121943,10,DT00581,27,11,2019,Subaru Motors,Tesla Dealers,Cadillac
BR1825,DLR8748,Land Rover-M393,11163324,6,DT00582,5,10,2019,Volvo Cars,Porsche Center,Tesla
BR1069,DLR8557,Jaguar-M293,13642217,8,DT00583,27,5,2018,Jaguar Land Rover,Deccan Motors,Land Rover
BR6738,DLR6363,Land Rover-M477,9732272,7,DT00584,15,12,2019,Volvo Cars,Saab Motors,Infinity
BR1709,DLR0172,Tata-M156,5656213,7,DT00585,31,5,2017,Porsche Center,AC Cars Motors,Tesla
BR9294,DLR8555,Land Rover-M450,11438638,3,DT00586,11,8,2020,Messerschmitt Motors,Infinity Motors,Hyundai
BR8233,DLR3183,BMW-M199,7572850,4,DT00587,30,8,2018,Lexus Motors,Subaru Motors,Renault
BR2289,DLR7863,Porsche-M438,7261873,4,DT00588,11,2,2020,Tesla Dealers,Subaru Motors,BMW
BR6261,DLR8310,Renault-M98,13011704,6,DT00589,26,12,2020,AC Cars Motors,Deccan Motors,Cadillac
BR9649,DLR2315,Volvo-M327,9796792,4,DT00590,12,8,2019,Jaguar Land Rover,Deccan Motors,Tesla
BR8369,DLR6215,BMW-M35,15762370,9,DT00591,28,4,2018,Porsche Center,AC Cars Motors,Land Rover
BR4534,DLR7932,Volvo-M109,13195572,2,DT00592,2,3,2019,Subaru Motors,Jaguar Land Rover,Land Rover
BR3204,DLR4499,BMW-M494,15641949,9,DT00593,25,1,2018,Infinity Motors,Subaru Motors,Porsche
BR1169,DLR0055,Honda-M25,7337137,6,DT00594,19,2,2018,Tesla Dealers,Deccan Motors,Honda
BR4601,DLR1086,Volvo-M129,15066640,6,DT00595,24,9,2020,Deccan Motors,Subaru Motors,Land Rover
BR1809,DLR4569,BMW-M190,9376195,1,DT00596,22,8,2019,AC Cars Motors,Tesla Dealers,Cadillac
BR7796,DLR5478,Renault-M366,14528475,2,DT00597,14,4,2018,Volvo Cars,Saab Motors,Infinity
BR5509,DLR3526,BMW-M278,11938418,1,DT00598,26,11,2017,Saab Motors,Messerschmitt Motors,Honda
BR6570,DLR4390,Tata-M200,17102276,4,DT00599,24,8,2018,Wiesmann Motors,Volvo Cars,Cadillac
BR7194,DLR3949,Cadillac-M465,15232388,8,DT00600,20,4,2017,Jaguar Land Rover,Subaru Motors,BMW
BR6770,DLR4257,Cadillac-M70,5499300,7,DT00601,25,7,2017,Infinity Motors,AC Cars Motors,Renault
BR7895,DLR6964,BMW-M201,5458494,4,DT00602,18,10,2017,Porsche Center,Volvo Cars,Renault
BR4326,DLR2946,Hyundai-M494,16772827,3,DT00603,27,9,2017,AC Cars Motors,Tesla Dealers,Tesla
BR3698,DLR0087,Jaguar-M283,5765104,1,DT00604,11,9,2018,AC Cars Motors,AC Cars Motors,Renault
BR7290,DLR3489,Volvo-M34,14604310,8,DT00605,13,6,2018,Porsche Center,Deccan Motors,Cadillac
BR3335,DLR8613,Cadillac-M229,10556286,9,DT00606,25,6,2019,Lexus Motors,Lexus Motors,Porsche
BR1820,DLR8396,Hyundai-M395,17613938,7,DT00607,29,10,2020,Subaru Motors,Jaguar Land Rover,Honda
BR1050,DLR0938,Volvo-M327,6422203,10,DT00608,14,2,2018,Wiesmann Motors,Volvo Cars,Tesla
BR0499,DLR8396,Hyundai-M182,19342107,10,DT00609,27,3,2020,Porsche Center,Wiesmann Motors,Infinity
BR0137,DLR3134,Tesla-M366,17986461,6,DT00610,19,6,2017,Messerschmitt Motors,Lexus Motors,Jaguar
BR1284,DLR1512,Cadillac-M26,11549891,10,DT00611,26,9,2018,Deccan Motors,Saab Motors,Hyundai
BR5622,DLR3101,Porsche-M483,6234491,2,DT00612,4,7,2019,Deccan Motors,Jaguar Land Rover,BMW
BR1661,DLR6199,Renault-M187,8755126,4,DT00613,27,2,2017,Tesla Dealers,Infinity Motors,Tata
BR7513,DLR8483,Infinity-M131,19134880,8,DT00614,23,8,2019,Deccan Motors,Wiesmann Motors,Tata
BR2497,DLR0904,Volvo-M199,11099057,9,DT00615,19,8,2019,AC Cars Motors,Porsche Center,Volvo
BR0729,DLR2781,Jaguar-M63,16124954,1,DT00616,21,8,2017,Lexus Motors,Tesla Dealers,Tesla
BR5946,DLR9408,Honda-M497,8778843,2,DT00617,31,7,2019,Jaguar Land Rover,Subaru Motors,Porsche
BR3989,DLR1711,Infinity-M382,8685048,1,DT00618,13,5,2020,Wiesmann Motors,Subaru Motors,Infinity
BR2394,DLR8221,Cadillac-M15,13807625,6,DT00619,31,7,2018,Infinity Motors,AC Cars Motors,Tesla
BR1148,DLR1010,Cadillac-M392,19258444,1,DT00620,30,8,2017,Lexus Motors,AC Cars Motors,Infinity
BR1258,DLR9440,Land Rover-M3,17631372,9,DT00621,7,3,2020,Tesla Dealers,Lexus Motors,Tata
BR4529,DLR8005,BMW-M215,14568180,7,DT00622,27,10,2017,Deccan Motors,Tesla Dealers,Honda
BR1340,DLR6853,Tata-M143,12209621,10,DT00623,29,9,2018,Messerschmitt Motors,Wiesmann Motors,Jaguar
BR6036,DLR1732,Land Rover-M493,15861970,2,DT00624,6,7,2020,AC Cars Motors,Messerschmitt Motors,Tesla
BR2019,DLR8165,Renault-M5,11804942,1,DT00625,25,2,2018,Lexus Motors,Infinity Motors,Porsche
BR5850,DLR4846,Infinity-M407,9624061,5,DT00626,23,10,2019,Volvo Cars,Porsche Center,BMW
BR7345,DLR0406,Tesla-M315,14296073,9,DT00627,15,2,2019,Infinity Motors,Deccan Motors,Honda
BR5405,DLR7884,Infinity-M214,19333516,7,DT00628,3,5,2018,Volvo Cars,Subaru Motors,Jaguar
BR5275,DLR2136,Jaguar-M445,6042280,2,DT00629,6,12,2020,Messerschmitt Motors,Deccan Motors,Tesla
BR7627,DLR4825,Renault-M325,18620867,3,DT00630,13,9,2018,Messerschmitt Motors,Saab Motors,Honda
BR2869,DLR6782,Land Rover-M289,8774085,1,DT00631,3,8,2018,AC Cars Motors,AC Cars Motors,Tata
BR4668,DLR0657,Porsche-M288,14966214,2,DT00632,20,7,2020,Saab Motors,Infinity Motors,Hyundai
BR2402,DLR6245,Honda-M5,14540588,7,DT00633,17,5,2019,Lexus Motors,Subaru Motors,Infinity
BR2068,DLR2747,Honda-M113,18081444,1,DT00634,4,11,2017,Porsche Center,Jaguar Land Rover,Tesla
BR8807,DLR3857,Honda-M331,6833919,4,DT00635,3,8,2020,Deccan Motors,Jaguar Land Rover,Land Rover
BR6463,DLR8315,Renault-M463,8470627,2,DT00636,12,9,2019,Saab Motors,Deccan Motors,Renault
BR6938,DLR9030,Volvo-M121,5345126,1,DT00637,3,12,2019,Saab Motors,Infinity Motors,Porsche
BR9392,DLR4181,Land Rover-M370,15700887,7,DT00638,24,10,2019,Volvo Cars,Messerschmitt Motors,Honda
BR7405,DLR8705,Hyundai-M287,6886310,4,DT00639,26,4,2017,Infinity Motors,Subaru Motors,BMW
BR7329,DLR8190,Tata-M138,9660787,9,DT00640,2,3,2018,Saab Motors,Porsche Center,Tata
BR2158,DLR2237,Volvo-M42,9052647,5,DT00641,13,9,2020,Wiesmann Motors,Infinity Motors,Cadillac
BR5129,DLR8736,Jaguar-M32,5175084,8,DT00642,25,4,2018,Wiesmann Motors,Porsche Center,Infinity
BR7433,DLR1643,Hyundai-M438,5579516,8,DT00643,26,3,2019,Saab Motors,Deccan Motors,Hyundai
BR7592,DLR1367,Jaguar-M122,9800772,5,DT00644,15,12,2020,AC Cars Motors,Saab Motors,Hyundai
BR6266,DLR4356,BMW-M445,9381227,10,DT00645,7,8,2017,Subaru Motors,Jaguar Land Rover,Porsche
BR7640,DLR5833,Tesla-M424,7965643,2,DT00646,9,2,2018,Saab Motors,Deccan Motors,Honda
BR5800,DLR6322,Cadillac-M397,11960282,7,DT00647,12,7,2019,Tesla Dealers,Infinity Motors,Land Rover
BR5909,DLR5884,Honda-M455,10653480,6,DT00648,9,12,2020,AC Cars Motors,Tesla Dealers,Honda
BR8389,DLR7777,Volvo-M271,16179818,10,DT00649,31,11,2017,Volvo Cars,Messerschmitt Motors,Hyundai
BR4607,DLR9493,Hyundai-M476,14831338,7,DT00650,5,6,2020,Messerschmitt Motors,Lexus Motors,Renault
BR2046,DLR6655,Cadillac-M471,11188392,4,DT00651,12,5,2019,Saab Motors,Infinity Motors,Jaguar
BR0077,DLR1069,Cadillac-M167,5944435,3,DT00652,29,10,2018,Tesla Dealers,Deccan Motors,Land Rover
BR5785,DLR4988,Infinity-M170,14335871,5,DT00653,26,3,2020,Porsche Center,Saab Motors,Cadillac
BR8396,DLR7076,Tesla-M307,15859278,10,DT00654,19,11,2020,Volvo Cars,Messerschmitt Motors,Infinity
BR0363,DLR1276,Cadillac-M31,15017359,9,DT00655,25,1,2017,Tesla Dealers,Deccan Motors,Volvo
BR8926,DLR9827,Volvo-M426,13840222,7,DT00656,28,10,2017,Wiesmann Motors,Volvo Cars,Hyundai
BR5556,DLR8865,Jaguar-M127,5454692,1,DT00657,27,12,2019,AC Cars Motors,Lexus Motors,Jaguar
BR9035,DLR8699,Porsche-M372,14297716,7,DT00658,14,12,2020,Jaguar Land Rover,Volvo Cars,Tata
BR4965,DLR7086,Jaguar-M221,5600490,7,DT00659,10,4,2017,Tesla Dealers,Messerschmitt Motors,BMW
BR3707,DLR0844,Volvo-M219,9709411,9,DT00660,17,7,2017,Jaguar Land Rover,Volvo Cars,Infinity
BR1786,DLR6448,Porsche-M127,10068200,5,DT00661,3,2,2018,Lexus Motors,Subaru Motors,Tesla
BR7750,DLR9784,Porsche-M139,10754430,9,DT00662,5,3,2018,Saab Motors,Saab Motors,Cadillac
BR8174,DLR4957,Infinity-M450,15833323,7,DT00663,14,6,2018,Jaguar Land Rover,Tesla Dealers,Cadillac
BR2775,DLR3704,BMW-M261,17041732,9,DT00664,13,12,2019,Messerschmitt Motors,Porsche Center,Jaguar
BR2866,DLR2374,Volvo-M25,12803610,10,DT00665,16,4,2019,Saab Motors,Tesla Dealers,Jaguar
BR8576,DLR0089,Volvo-M259,18484039,2,DT00666,5,2,2020,Wiesmann Motors,Tesla Dealers,Infinity
BR0332,DLR2192,Honda-M142,7472632,8,DT00667,21,1,2019,Subaru Motors,Volvo Cars,Tesla
BR6330,DLR0032,Land Rover-M425,8939105,7,DT00668,5,9,2017,Deccan Motors,Wiesmann Motors,Honda
BR9967,DLR9201,Infinity-M190,12678020,7,DT00669,6,5,2019,Saab Motors,Porsche Center,Honda
BR4557,DLR5976,Tata-M281,8331124,1,DT00670,3,9,2020,Jaguar Land Rover,Porsche Center,Tesla
BR0368,DLR0992,Infinity-M273,15991435,1,DT00671,19,12,2020,Saab Motors,Porsche Center,Cadillac
BR0222,DLR2282,Tesla-M43,16099028,6,DT00672,3,9,2017,AC Cars Motors,Saab Motors,Tesla
BR4176,DLR0714,Porsche-M326,7241072,2,DT00673,11,8,2017,Volvo Cars,Porsche Center,Cadillac
BR5423,DLR4149,Cadillac-M266,15421750,6,DT00674,25,10,2017,Deccan Motors,Deccan Motors,Jaguar
BR3359,DLR8538,BMW-M466,6767355,10,DT00675,31,3,2020,Jaguar Land Rover,Volvo Cars,Renault
BR1321,DLR5750,Tata-M341,16576371,5,DT00676,26,3,2019,Saab Motors,Porsche Center,Land Rover
BR6458,DLR2644,Tata-M440,17111280,2,DT00677,19,5,2017,AC Cars Motors,Saab Motors,Land Rover
BR7806,DLR7046,Renault-M445,7666917,4,DT00678,27,2,2018,Deccan Motors,Jaguar Land Rover,Renault
BR7483,DLR5578,Honda-M29,16342708,1,DT00679,14,11,2017,Lexus Motors,Tesla Dealers,Porsche
BR5723,DLR2764,Land Rover-M315,12993335,8,DT00680,27,11,2018,Saab Motors,Lexus Motors,Land Rover
BR8528,DLR0280,Renault-M490,6172966,2,DT00681,17,1,2019,Volvo Cars,Volvo Cars,BMW
BR5492,DLR2668,Cadillac-M63,9317354,3,DT00682,30,11,2017,Porsche Center,Tesla Dealers,Tata
BR1250,DLR5593,BMW-M150,18312889,8,DT00683,29,11,2017,Wiesmann Motors,Infinity Motors,Infinity
BR0751,DLR9385,Honda-M80,18771426,2,DT00684,30,3,2019,Infinity Motors,Deccan Motors,Porsche
BR6032,DLR2348,Hyundai-M411,12951704,6,DT00685,31,1,2018,Jaguar Land Rover,AC Cars Motors,Land Rover
BR4088,DLR1920,Volvo-M33,6570750,2,DT00686,20,10,2017,Deccan Motors,Lexus Motors,Land Rover
BR6953,DLR5151,Land Rover-M316,12415462,7,DT00687,20,8,2018,Messerschmitt Motors,AC Cars Motors,Infinity
BR8779,DLR2219,Jaguar-M41,12475568,8,DT00688,7,7,2018,Porsche Center,Deccan Motors,BMW
BR2693,DLR2826,Renault-M243,8200114,9,DT00689,27,10,2017,Deccan Motors,Jaguar Land Rover,BMW
BR3668,DLR8707,Land Rover-M158,13082674,8,DT00690,3,10,2017,Lexus Motors,Porsche Center,Infinity
BR6407,DLR4706,Tesla-M35,5884778,4,DT00691,28,5,2019,Jaguar Land Rover,Lexus Motors,Renault
BR1133,DLR3909,Volvo-M357,18397795,7,DT00692,25,7,2017,Volvo Cars,Wiesmann Motors,Volvo
BR7907,DLR5873,Tata-M314,9288781,8,DT00693,12,2,2018,Lexus Motors,Saab Motors,Land Rover
BR2309,DLR7656,Tesla-M153,10839635,6,DT00694,18,6,2020,AC Cars Motors,Infinity Motors,Volvo
BR7555,DLR2489,Jaguar-M266,13062963,3,DT00695,21,6,2017,Tesla Dealers,Deccan Motors,Infinity
BR5763,DLR9036,Tata-M208,13645743,2,DT00696,21,4,2017,Tesla Dealers,Wiesmann Motors,Renault
BR5526,DLR8894,Porsche-M320,16471016,2,DT00697,12,5,2019,Infinity Motors,Tesla Dealers,Tesla
BR7694,DLR1662,Land Rover-M183,14747994,7,DT00698,31,5,2020,Saab Motors,Deccan Motors,Tata
BR8933,DLR5257,Porsche-M213,17034950,4,DT00699,19,1,2020,Jaguar Land Rover,Tesla Dealers,Cadillac
BR5319,DLR6240,BMW-M405,10395690,1,DT00700,9,11,2019,AC Cars Motors,Jaguar Land Rover,Honda
BR0804,DLR6762,Renault-M55,11055242,4,DT00701,26,11,2019,Deccan Motors,AC Cars Motors,Land Rover
BR4977,DLR5419,Tata-M255,14823079,5,DT00702,9,9,2019,AC Cars Motors,Saab Motors,Infinity
BR3184,DLR2865,Jaguar-M31,9980936,3,DT00703,27,5,2019,Deccan Motors,Messerschmitt Motors,Hyundai
BR9696,DLR9509,BMW-M102,19450850,3,DT00704,11,8,2020,Messerschmitt Motors,Messerschmitt Motors,Tata
BR3736,DLR0512,BMW-M293,7012489,4,DT00705,22,12,2020,Tesla Dealers,Messerschmitt Motors,Land Rover
BR9749,DLR4886,Infinity-M332,15667126,2,DT00706,29,11,2017,Lexus Motors,Porsche Center,Infinity
BR8228,DLR5626,BMW-M26,15500306,6,DT00707,22,9,2018,Tesla Dealers,Wiesmann Motors,Land Rover
BR2434,DLR7499,Hyundai-M483,14968305,8,DT00708,19,3,2017,AC Cars Motors,Lexus Motors,Land Rover
BR9844,DLR8526,Land Rover-M59,10099273,10,DT00709,27,3,2020,Wiesmann Motors,Messerschmitt Motors,Jaguar
BR2722,DLR4496,Honda-M36,8331717,7,DT00710,26,12,2020,Messerschmitt Motors,Infinity Motors,Tata
BR3425,DLR4330,Volvo-M95,11814829,8,DT00711,24,3,2017,Subaru Motors,Wiesmann Motors,Land Rover
BR5033,DLR7481,Volvo-M343,8871877,3,DT00712,30,12,2017,Wiesmann Motors,AC Cars Motors,BMW
BR4308,DLR4296,Tesla-M288,5843156,9,DT00713,4,12,2017,Saab Motors,Lexus Motors,Porsche
BR0425,DLR0824,BMW-M177,17198123,6,DT00714,6,10,2018,Jaguar Land Rover,Lexus Motors,Porsche
BR3165,DLR2593,Land Rover-M130,6392127,9,DT00715,17,11,2020,Jaguar Land Rover,Wiesmann Motors,Jaguar
BR9706,DLR4716,Porsche-M17,7241448,6,DT00716,18,8,2018,Tesla Dealers,Jaguar Land Rover,Honda
BR6746,DLR2384,Land Rover-M199,6488846,9,DT00717,8,4,2020,Messerschmitt Motors,Lexus Motors,Cadillac
BR6351,DLR8799,Renault-M56,15187729,4,DT00718,3,8,2017,Volvo Cars,AC Cars Motors,Tesla
BR8542,DLR5976,Renault-M57,16545485,6,DT00719,23,2,2017,Porsche Center,Volvo Cars,Jaguar
BR3319,DLR8476,BMW-M140,11415216,1,DT00720,4,2,2018,Wiesmann Motors,Jaguar Land Rover,Hyundai
BR0446,DLR0881,Renault-M136,11853761,1,DT00721,23,10,2017,Messerschmitt Motors,Wiesmann Motors,Volvo
BR3765,DLR8583,Honda-M474,13312441,10,DT00722,11,2,2018,Infinity Motors,AC Cars Motors,Tata
BR2434,DLR0998,Tata-M477,11282953,8,DT00723,16,4,2017,Messerschmitt Motors,Deccan Motors,Honda
BR4933,DLR0203,Cadillac-M108,16790624,6,DT00724,14,1,2020,AC Cars Motors,Saab Motors,Honda
BR0636,DLR4111,Cadillac-M80,5799466,2,DT00725,28,1,2019,Jaguar Land Rover,Tesla Dealers,Tesla
BR7401,DLR8538,Land Rover-M217,9653142,6,DT00726,16,9,2018,Volvo Cars,AC Cars Motors,Honda
BR9570,DLR5685,Land Rover-M36,15391670,7,DT00727,7,2,2020,Saab Motors,Lexus Motors,Porsche
BR9861,DLR5308,Tata-M451,8402323,8,DT00728,31,3,2017,Messerschmitt Motors,Porsche Center,Land Rover
BR4300,DLR3107,BMW-M235,6957865,2,DT00729,9,7,2020,Wiesmann Motors,Messerschmitt Motors,Volvo
BR9683,DLR7104,Land Rover-M275,11178357,8,DT00730,10,2,2018,Deccan Motors,AC Cars Motors,Renault
BR0839,DLR4511,BMW-M437,7747083,3,DT00731,12,2,2018,Volvo Cars,Deccan Motors,Hyundai
BR4148,DLR9024,Land Rover-M284,16372780,10,DT00732,7,12,2017,Subaru Motors,Volvo Cars,Jaguar
BR9520,DLR5175,Honda-M394,7904194,1,DT00733,1,5,2020,Messerschmitt Motors,Infinity Motors,Porsche
